hole_id,X,Y,Z,grade
DH000,312.5477333023335,5.708475873844243,-155.17009393685805,1.6792444511691884
DH001,448.60690048478773,251.38477914651628,-186.80636240392332,4.451706500500284
DH002,387.84284512259677,317.2094632392136,-135.87248750953265,4.615360300150873
DH003,112.60359499529594,205.2014331288834,-85.68902168231659,2.2295834753878214
DH004,150.08314245561272,290.33976822043485,-224.7252580363353,3.581156913053758
DH005,436.7767226981309,90.56939307885763,-154.8538091248643,3.0188604136843913
DH006,2.632652282787362,79.40845919706913,-216.56970279036932,1.26191950966554
DH007,410.6142091913831,145.25078022014065,-84.38844459643656,3.2590367583135875
DH008,398.5347143760231,71.76241102685862,-42.361866934204016,3.0436740558527755
DH009,233.9674764218604,138.42457564499136,-155.7865546478044,2.747415088699118
DH010,151.51621340965676,379.24962456432587,-157.06901180639545,4.133593104135842
DH011,139.21280605038666,229.33308704444838,-115.11958526314137,2.0624272270017916
DH012,127.4347938270623,136.02722696833592,-196.2355550904766,2.341846490732447
DH013,222.5381529413233,108.60984792351411,-188.14760209580726,1.5448028367339446
DH014,252.27412947897665,380.8157962830089,-167.53692917939645,3.9946200412557182
DH015,276.74867603724624,177.7912838588453,-135.64357546544562,3.2781114024035904
DH016,497.75014171719636,392.1579003522358,-229.61713492435666,6.099609198514408
DH017,396.33095960687655,206.2090676425084,-61.81696590824859,3.360471677952765
DH018,311.0896147205813,208.46645161048957,-105.23635639268645,2.5437946984834148
DH019,494.48007384094245,358.6162094864003,-175.0765317773747,5.2235401598307565
DH020,107.65434911779947,297.10696728601584,-230.6133569122493,3.227817878209663
DH021,80.10601692892227,232.26114554112903,-59.20476214962969,2.610863816945695
DH022,306.2698021365154,170.65980153450334,-217.23025292716983,4.14514059257461
DH023,21.971003980691684,351.2751437673122,-216.69833941258042,3.6349523794808682
DH024,17.84013938679807,164.65845996275536,-217.32893854818084,1.728890601680931
DH025,257.44441013568513,369.103830467387,-229.6844222210024,4.203440938823555
DH026,233.10301266264455,27.48614084874461,-23.401908649935734,1.2000691910830334
DH027,458.5838865964261,171.99874476046523,-182.68892508165237,3.687675002308948
DH028,314.6131272455052,207.8059279511436,-173.39735519828494,2.980484334375036
DH029,257.0588232997569,380.3752782327399,-41.801422499483095,4.243183880836271
DH030,248.43671769675214,100.39969866590326,-95.01913507204964,1.6216364568060386
DH031,123.75746101366542,322.4156589048435,-203.21415336482028,4.128840484079591
DH032,5.89701277125293,270.58847999943737,-141.29664690585278,3.0372460741133316
DH033,96.20107199265532,286.8343617124492,-29.019383819463343,3.200437839247173
DH034,346.0160604409196,251.8488731360814,-156.15649574513407,3.6777045258443204
DH035,100.3033619934976,388.624283384632,-72.27961170086658,3.932854775480882
DH036,184.76815530110335,133.07258368452995,-225.798072790883,2.4282197069655593
DH037,1.8671210260379767,159.31022387174824,-68.16880581536404,1.3309318679632374
DH038,415.0238649008728,81.16470088540649,-55.881618983688384,2.3413996607809824
DH039,77.23054053071992,20.281622108908202,-43.55830457446686,0.08196394350388558
DH040,133.79965228189272,85.16327799013568,-81.4497523911972,0.8833086118641995
DH041,440.1660769904143,366.1857588495633,-157.31680129343687,5.479826698988892
DH042,254.8954049342116,336.06752686335585,-233.9469999584741,4.333468672951307
DH043,423.57512318293465,44.962296597031596,-120.30594148492628,2.5014866304138197
DH044,319.8585834712631,241.51161012674612,-60.6350234044495,3.794116440494018
DH045,370.88547368092856,191.6785979558499,-202.2904491275807,2.9305890277468256
DH046,45.74780253152283,237.8739481953114,-183.4406933467641,2.3226528462025176
DH047,270.5719106882444,263.7100026436253,-115.96998940515695,3.6100115695034787
DH048,253.88611815017498,122.66379635554875,-62.917109275520176,2.34244408593788
DH049,435.6696883464403,384.54033789458276,-25.853317310205114,4.7457316283126
DH050,180.63202950707878,186.33601402444998,-218.56462061645772,3.2805817851524277
DH051,299.0920336036065,251.24034194596274,-203.93244678337584,3.9022461858641107
DH052,29.62582117275181,254.09047355988528,-50.11575715296428,1.8162214890978383
DH053,193.81590055536435,73.55575860387647,-88.86959424413132,1.2580129433886051
DH054,161.51817312910333,24.746167262549655,-69.75680204750566,1.3755008609571766
DH055,75.09986453522593,164.60672939918996,-0.8072087421715821,1.805207502143362
DH056,408.1690519095378,305.61203537538745,-15.205010327279723,3.36356302602045
DH057,189.72308577515622,326.0887153167087,-39.243733289603455,4.024418187048069
DH058,489.37394220561083,291.995699600826,-55.72104773670449,4.69983532127672
DH059,294.9958465053051,45.2819810100892,-151.24519619839077,2.533312017775706
DH060,302.5281269149256,365.3419446124182,-89.69272234754621,4.248445879171653
DH061,318.99829039416613,320.8146311989135,-203.88858938835529,4.3358934908001086
DH062,338.2251219063941,351.0765466598134,-60.12638367979852,3.891309178042952
DH063,75.39400958418435,209.32166119007093,-60.57733387040281,3.1726531575212684
DH064,220.15673359409377,366.254174040293,-69.67619659132023,3.94950722630982
DH065,119.78198091476166,18.66089518155487,-138.80024389330526,1.6798290936241798
DH066,201.24914905199083,12.115533572640791,-155.45491780229474,1.109368637641062
DH067,48.35204696587281,8.08622934245875,-145.05726690751465,0.7588063002589455
DH068,483.9140255244107,101.10747118098256,-241.66519122218835,2.8009704505840363
DH069,107.50201867794001,99.42790928359315,-38.919970897126774,1.189044402165178
DH070,335.8825813056425,75.00133374238662,-114.40753061130715,2.680265550355595
DH071,150.21004073953515,226.82232735415826,-153.12034024956716,2.3740822763103093
DH072,437.03851307475225,15.594336413218146,-112.9928079334903,2.64077818537907
DH073,331.1073691692269,236.15514713394072,-69.58994537008445,3.557335616198072
DH074,65.80790790415286,66.40446121888681,-154.63478265040106,0.8407912993252067
DH075,422.53716043727644,271.1494834269238,-42.33983164700203,3.7857250955352333
DH076,472.47408557248974,8.430141777556432,-20.134163423653234,1.8341136960992048
DH077,451.9583940979634,124.22807882127796,-153.14192567233889,3.241276248802093
DH078,284.8595739296386,375.3365147458456,-215.54596141251722,4.5743107115456345
DH079,72.72997688046345,215.35855195089786,-59.90667600245445,1.8625931908145854
DH080,96.23174748416619,324.63496109870033,-1.7627853128484787,2.865459953658886
DH081,463.9528423722622,263.21043264469034,-213.00296280948385,4.189747823631404
DH082,276.1632438336319,244.3003142454105,-71.83108098463379,2.7587381031944824
DH083,90.27624922445582,76.50107203395895,-43.66914992498994,1.0848504299415211
DH084,442.02844709823495,229.7578993031224,-19.857013750909744,4.018897714292476
DH085,320.7858526112404,15.874567383600002,-219.15464643060642,1.4558552067586348
DH086,284.84713723690396,320.6657620367493,-227.04752171209765,4.387260470963487
DH087,188.14391806496005,384.02836681047046,-3.0321045383666103,3.5739164424381853
DH088,205.47764107856491,341.6036285367381,-220.81087872460293,3.8263140539280975
DH089,119.74460634092243,20.28385838642448,-205.79811021577598,1.600018684188261
DH090,19.028643345619546,135.4640333520874,-106.26176654274525,1.2713442641911468
DH091,438.1094040546355,127.2012791449129,-138.43174092759133,3.7846637453865712
DH092,233.86510840704804,45.08679668914799,-62.40195216804176,1.1714249179869438
DH093,273.81759960686765,250.64472773124842,-202.36068796047167,3.8621110816092057
DH094,161.08165489011256,318.98327014653336,-21.393059610020146,3.1694587569398966
DH095,375.66245992746394,125.48858880089755,-195.7012884230694,2.7920536917356995
DH096,12.59843540088018,345.1236939674939,-57.72225245334005,3.219620067734594
DH097,186.09263628260197,318.8507651384519,-233.09911868148484,3.9324809930525544
DH098,15.175147192055816,51.65517658972991,-131.64935306070868,1.1101742929536473
DH099,61.446051102504676,306.7436626952621,-241.86041833870175,3.406398158101422
DH100,483.57411769868384,353.0482879607673,-171.54732340072428,4.838998242562472
